"did1","did2","dataset_name1","dataset_name2","num_instances","num_attributes","dimensionality","num_numeric_attr","pct_numeric_attr","num_nominal_attr","pct_nominal_attr","avg_nominal_values","sd_nominal_values","min_nominal_values","max_nominal_values","avg_numeric_mean","sd_numeric_mean","min_numeric_mean","max_numeric_mean","missing_attr_cnt","missing_attr_pct","missing_instances_max_cnt","missing_instances_max_pct","missing_instances_min_cnt","missing_instances_min_pct","missing_instances_mean","missing_instances_mean_pct","datesets_subject_main_match","datesets_duplicates_match"
488,1567,"colleges_aaup","poker-hand",0.998867,0.352941,0.999267,0.285714,0.0941176,0.666667,0.484848,0.974916,1,0.6,0.991228,0.990939,0.996935,0.846154,0.997706,1,1,1,1,1,1,1,1,0,0
488,489,"colleges_aaup","dj30-1985-2003",0.991597,0.470588,0.995551,0.5,0.0555556,0.666667,0.37037,0.924749,1,0.866667,0.973684,0.998782,0.9993,0.434783,0.998974,1,1,1,1,1,1,1,1,0,0
488,1037,"colleges_aaup","ada_prior",0.745506,0.117647,0.775447,0.571429,0.514286,0.666667,0.705882,0.972687,0.979186,0.5,0.965789,0.983487,0.98978,0.230769,0.984027,0.833333,0.811111,0.227273,0.670655,0.727273,0.0668566,0.610417,0.900854,0,0
488,1524,"colleges_aaup","vertebra-column",0.732989,0.588235,0.351544,0.571429,0.0392157,0.666667,0.190476,0.994983,1,0.5,0.998246,0.900261,0.955309,0.277778,0.961337,1,1,1,1,1,1,1,1,0,0
488,552,"colleges_aaup","detroit",0.988803,0.176471,0.986403,0,0.176471,1,1,1,1,1,1,0.983735,0.993761,0.692308,0.993255,1,1,1,1,1,1,1,1,0,0
488,1098,"colleges_aaup","pubexpendat",0.958656,0.529412,0.912145,0.5,0.0588235,0.666667,0.291667,0.879599,1,0.916667,0.957895,0.868662,0.871292,0.923077,0.905963,1,1,1,1,1,1,1,1,0,0
488,561,"colleges_aaup","cpu",0.819983,0.529412,0.617463,0.5,0.0588235,0.666667,0.291667,0.924749,1,0.866667,0.973684,0.753047,0.820876,0.615385,0.741268,1,1,1,1,1,1,1,1,0,0
488,1463,"colleges_aaup","blogger",0.913867,0.647059,0.755958,1,1,0.5,0.823529,0.992893,0.997966,0.5,0.995614,1,1,1,1,1,1,1,1,1,1,1,1,0,0
488,568,"colleges_aaup","kdd_coil_2",0.727821,0.294118,0.614413,0.357143,0.0892857,0,0.294118,0.991639,0.999101,0.25,0.996491,0.912322,0.926547,0.769231,0.947575,0.25,0.470588,0.661765,0.195296,0.916667,0.693829,0.690104,0.121708,0,0
488,1095,"colleges_aaup","Cereals",0.933678,0.0588235,0.929533,0.0714286,0.0133929,0,0.0588235,0.928094,0.934732,0.5,0.932456,0.932329,0.93121,0.923077,0.947575,1,1,1,1,1,1,1,1,0,0
488,1069,"colleges_aaup","pc2",0.792271,0.540541,0.547883,0.611111,0.153595,0.666667,0.846847,0.994983,1,0.5,0.998246,0.847245,0.436446,1,0.18152,1,1,1,1,1,1,1,1,0,0
488,4534,"colleges_aaup","PhishingWebsites",0.89498,0.451613,0.808492,1,1,0.903226,0.823529,0.994336,0.999166,0.5,0.997368,1,1,1,1,1,1,1,1,1,1,1,1,0,0
488,1458,"colleges_aaup","arcene",0.827735,0.9983,0.999707,0.985986,0.878705,0.666667,0.999433,0.994983,1,0.5,0.998246,0.862373,0.863393,1,0.843381,1,1,1,1,1,1,1,1,0,0
488,1027,"colleges_aaup","ESL",0.579673,0.705882,0.300265,0.642857,0.176471,1,1,1,1,1,1,0.989806,0.999326,0.615385,0.998034,1,1,1,1,1,1,1,1,0,0
488,1071,"colleges_aaup","mw1",0.652885,0.552632,0.844712,0.621622,0.154213,0.666667,0.850877,0.994983,1,0.5,0.998246,0.524476,0.437864,1,0.617783,1,1,1,1,1,1,1,1,0,0
488,1517,"colleges_aaup","robot-failures-lp2",0.959518,0.813187,0.992437,0.844444,0.16732,0.666667,0.937729,0.987458,1,0.2,0.995614,0.983807,0.954527,1,0.972805,1,1,1,1,1,1,1,1,0,0
488,1489,"colleges_aaup","phoneme",0.785159,0.647059,0.924174,0.642857,0.0117647,0.666667,0.0555556,0.994983,1,0.5,0.998246,1,1,1,1,1,1,1,1,1,1,1,1,0,0
488,542,"colleges_aaup","pollution",0.94832,0.0588235,0.94509,0.125,0.176471,1,1,1,1,1,1,0.373365,0.227778,0.769231,0.21259,1,1,1,1,1,1,1,1,0,0
488,1119,"colleges_aaup","adult-census",0.964344,0.0588235,0.966441,0.5,0.46875,0.666667,0.686275,0.971851,0.978157,0.5,0.964035,0.982114,0.988926,0.230769,0.983918,0.5,0.46875,0.963104,0.0336134,0.958834,0.133853,0.943468,0.36928,0,0
488,1050,"colleges_aaup","pc3",0.257198,0.552632,0.397729,0.621622,0.154213,0.666667,0.850877,0.994983,1,0.5,0.998246,0.474546,0.868361,1,0.910428,1,1,1,1,1,1,1,1,0,0
488,1045,"colleges_aaup","kc1-top5",0.875108,0.821053,0.977651,0.851064,0.16771,0.666667,0.940351,0.994983,1,0.5,0.998246,0.589514,0.912041,1,0.959974,1,1,1,1,1,1,1,1,0,0
488,510,"colleges_aaup","sleep",0.946598,0.352941,0.917469,0.285714,0.0941176,0.666667,0.484848,0.844482,1,0.935484,0.945614,0.872762,0.86584,0.846154,0.907274,0.166667,0.223529,0.794118,0.740618,0.833333,0.679587,0.770597,0.767213,0,0
488,577,"colleges_aaup","kdd_coil_6",0.727821,0.294118,0.614413,0.357143,0.0892857,0,0.294118,0.991639,0.999101,0.25,0.996491,0.912531,0.926433,0.769231,0.947575,0.25,0.470588,0.661765,0.195296,0.916667,0.693829,0.690104,0.121708,0,0
488,573,"colleges_aaup","cpu_act",0.858276,0.227273,0.816593,0.363636,0.176471,1,1,1,1,1,1,0.992833,0.997379,0.923077,0.997702,1,1,1,1,1,1,1,1,0,0
488,1516,"colleges_aaup","robot-failures-lp1",0.924203,0.813187,0.98584,0.844444,0.16732,0.666667,0.937729,0.989967,1,0,0.996491,1,0.933304,1,0.99574,1,1,1,1,1,1,1,1,0,0
488,1065,"colleges_aaup","kc3",0.605512,0.575,0.832343,0.641026,0.155354,0.666667,0.858333,0.994983,1,0.5,0.998246,0.253347,0.664745,1,0.777681,1,1,1,1,1,1,1,1,0,0
488,578,"colleges_aaup","kdd_coil_7",0.727821,0.294118,0.614413,0.357143,0.0892857,0,0.294118,0.991639,0.999101,0.25,0.996491,0.91337,0.925952,0.846154,0.947575,0.25,0.470588,0.661765,0.195296,0.916667,0.693829,0.690104,0.121708,0,0
488,666,"colleges_aaup","rmftsa_ladata",0.562446,0.352941,0.32378,0.214286,0.176471,1,1,1,1,1,1,0.909728,0.933983,0.769231,0.944626,1,1,1,1,1,1,1,1,0,0
488,1510,"colleges_aaup","wdbc",0.509905,0.451613,0.731238,0.533333,0.14902,0.666667,0.817204,0.994983,1,0.5,0.998246,0.883333,0.734878,1,0.711337,1,1,1,1,1,1,1,1,0,0
488,679,"colleges_aaup","rmftsa_sleepdata",0.118002,0.823529,0.79992,0.857143,0.190476,0.666667,0.470588,0.989967,1,0,0.996491,0.838592,0.933261,0.648649,0.956094,1,1,1,1,1,1,1,1,0,0
488,1509,"colleges_aaup","walking-activity",0.992225,0.705882,0.997713,0.714286,0.0285715,0.666667,0.117647,0.944816,1,0.818182,0.980702,0.908441,0.89062,1,0.939056,1,1,1,1,1,1,1,1,0,0
488,1091,"colleges_aaup","SMSA",0.949182,0,0.949182,0.125,0.125,0.666667,0.666667,0.852007,1,0.932203,0.948246,0.99426,0.997909,0.769231,0.997878,1,1,1,1,1,1,1,1,0,0
488,1038,"colleges_aaup","gina_agnostic",0.665225,0.982492,0.947703,0.985567,0.175622,0.666667,0.994164,0.994983,1,0.5,0.998246,0.898066,0.941152,0.923077,0.954128,1,1,1,1,1,1,1,1,0,0
488,4544,"colleges_aaup","GeographicalOriginalofMusic",0.0878553,0.855932,0.868589,0.881356,0.176471,1,1,1,1,1,1,0.99896,0.994144,1,0.987549,1,1,1,1,1,1,1,1,0,0
488,570,"colleges_aaup","kdd_coil_3",0.727821,0.294118,0.614413,0.357143,0.0892857,0,0.294118,0.991639,0.999101,0.25,0.996491,0.912951,0.926197,0.769231,0.947575,0.25,0.470588,0.661765,0.195296,0.916667,0.693829,0.690104,0.121708,0,0
488,4552,"colleges_aaup","BachChoralHarmony",0.795057,0,0.795057,0.857143,0.857143,0.8,0.8,0.965886,0.946583,0.5,0.910526,0.947141,0.965598,0.769231,0.982634,1,1,1,1,1,1,1,1,0,0
488,1499,"colleges_aaup","seeds",0.819121,0.529412,0.615633,0.5,0.0588235,0.666667,0.291667,0.992475,1,0.25,0.997368,0.986785,0.992756,0.923077,0.995085,1,1,1,1,1,1,1,1,0,0
488,1462,"colleges_aaup","banknote-authentication",0.15379,0.705882,0.751115,0.714286,0.0285715,0.666667,0.117647,0.994983,1,0.5,0.998246,0.999056,0.998461,1,0.999345,1,1,1,1,1,1,1,1,0,0
488,1478,"colleges_aaup","har",0.887271,0.969751,0.731666,0.975045,0.175003,0.666667,0.989917,0.98495,1,0.333333,0.994737,1,0.999254,1,0.999672,1,1,1,1,1,1,1,1,0,0
488,1042,"colleges_aaup","gina_prior",0.665225,0.978344,0.935312,0.982143,0.17542,0.666667,0.992781,0.994983,1,0.5,0.998246,0.936867,0.941504,1,0.954784,1,1,1,1,1,1,1,1,0,0
488,1597,"colleges_aaup","creditcard",0.995924,0.451613,0.992567,0.533333,0.14902,0.666667,0.817204,0.994983,1,0.5,0.998246,0.832549,0.9573,1,0.967811,1,1,1,1,1,1,1,1,0,0
488,534,"colleges_aaup","cps_85_wages",0.540052,0.352941,0.289171,0.714286,0.558442,0.571429,0.722689,0.992833,0.997416,0.5,0.994737,0.96366,0.985231,0.307692,0.987877,1,1,1,1,1,1,1,1,0,0
488,1063,"colleges_aaup","kc2",0.550388,0.227273,0.652572,0.333333,0.137255,0.666667,0.742424,0.994983,1,0.5,0.998246,0.458291,0.815354,1,0.83541,1,1,1,1,1,1,1,1,0,0
488,1500,"colleges_aaup","seismic-bumps",0.819121,0.529412,0.615633,0.5,0.0588235,0.666667,0.291667,0.992475,1,0.25,0.997368,0.986785,0.992756,0.923077,0.995085,1,1,1,1,1,1,1,1,0,0
488,1093,"colleges_aaup","Brainsize",0.965547,0.588235,0.916328,0.571429,0.0392157,0.666667,0.190476,0.994983,1,0.5,0.998246,0.996505,0.997854,0.811594,0.996642,0.666667,0.190476,0.970588,0.146324,0.958333,0.173127,0.97154,0.173954,0,0
488,544,"colleges_aaup","transplant",0.887166,0.764706,0.520456,0.714286,0.176471,1,1,1,1,1,1,0.953749,0.963939,0.846154,0.978375,1,1,1,1,1,1,1,1,0,0
488,1514,"colleges_aaup","micro-mass",0.689922,0.986933,0.995948,0.985986,0.0675854,0.666667,0.995644,0.974916,1,0.6,0.991228,0.987809,0.994193,1,0.997844,1,1,1,1,1,1,1,1,0,0
488,1114,"colleges_aaup","KDDCup09_upselling",0.97678,0.926407,0.684481,0.927083,0.00919114,0.923077,0.04329,0.782564,0.872266,0.75,0.926046,0.997141,0.998976,1,0.999506,0.971564,0.613605,0.99864,0.94143,0.958333,0.999032,0.999566,0.98133,0,0
488,1472,"colleges_aaup","energy-efficiency",0.338501,0.411765,0.110754,0.428571,0.0285715,0.333333,0.117647,0.905936,0.999047,0.891892,0.966667,0.721312,0.688337,1,0.779817,1,1,1,1,1,1,1,1,0,0
488,1502,"colleges_aaup","skin-segmentation",0.995262,0.764706,0.998885,0.785714,0.0892857,0.666667,0.294118,0.994983,1,0.5,0.998246,0.760248,0.994055,0.894309,0.956422,1,1,1,1,1,1,1,1,0,0
488,1083,"colleges_aaup","mouseType",0.815676,0.999623,0.999931,0.985986,0.973104,0.666667,0.999874,0.982441,1,0.428571,0.99386,0.995457,0.998574,0.923077,0.998034,1,1,1,1,1,1,1,1,0,0
488,562,"colleges_aaup","cpu_small",0.858276,0.235294,0.891623,0.0714286,0.176471,1,1,1,1,1,1,0.995764,0.997934,0.846154,0.997702,1,1,1,1,1,1,1,1,0,0
488,1054,"colleges_aaup","mc2",0.861326,0.575,0.941064,0.641026,0.155354,0.666667,0.858333,0.994983,1,0.5,0.998246,0.653008,0.915876,1,0.944194,1,1,1,1,1,1,1,1,0,0
488,1519,"colleges_aaup","robot-failures-lp4",0.899225,0.813187,0.981174,0.844444,0.16732,0.666667,0.937729,0.992475,1,0.25,0.997368,1,0.910333,1,0.995413,1,1,1,1,1,1,1,1,0,0
488,541,"colleges_aaup","socmob",0.00430663,0.647059,0.645532,0.857143,0.595238,0.25,0.735294,0.976171,0.985703,0.5,0.985088,0.966963,0.999312,0.235294,0.994102,1,1,1,1,1,1,1,1,0,0
488,1067,"colleges_aaup","kc1",0.449502,0.227273,0.287591,0.333333,0.137255,0.666667,0.742424,0.994983,1,0.5,0.998246,0.461615,0.345979,1,0.417779,1,1,1,1,1,1,1,1,0,0
488,1029,"colleges_aaup","LEV",0.138674,0.705882,0.658529,0.642857,0.176471,1,1,1,1,1,1,0.996224,1,0.846154,0.999345,1,1,1,1,1,1,1,1,0,0
488,1503,"colleges_aaup","spoken-arabic-digit",0.99559,0.117647,0.996109,0,0.117647,0.666667,0.622222,0.974916,1,0.6,0.991228,1,0.998367,1,0.999345,1,1,1,1,1,1,1,1,0,0
488,686,"colleges_aaup","rmftsa_ctoarrivals",0.77261,0.823529,0.223931,0.857143,0.190476,0.666667,0.470588,0.9699,1,0.666667,0.989474,0.990951,0.987149,0.993467,0.973481,1,1,1,1,1,1,1,1,0,0
488,505,"colleges_aaup","tecator",0.793282,0.864,0.971886,0.888,0.176471,1,1,1,1,1,1,0.993627,0.991945,1,0.979358,1,1,1,1,1,1,1,1,0,0
488,1056,"colleges_aaup","mc1",0.877351,0.564103,0.718628,0.631579,0.154799,0.666667,0.854701,0.994983,1,0.5,0.998246,0.319246,0.640853,1,0.758716,1,1,1,1,1,1,1,1,0,0
488,1487,"colleges_aaup","ozone-level-8hr",0.541831,0.767123,0.491723,0.805556,0.165033,0.666667,0.922374,0.994983,1,0.5,0.998246,0.440212,0.484498,1,0.699724,1,1,1,1,1,1,1,1,0,0
488,1490,"colleges_aaup","planning-relax",0.843239,0.235294,0.795004,0.142857,0.107843,0.666667,0.564103,0.994983,1,0.5,0.998246,1,1,1,1,1,1,1,1,1,1,1,1,0,0
488,1059,"colleges_aaup","ar1",0.895779,0.433333,0.940942,0.517241,0.148073,0.666667,0.811111,0.994983,1,0.5,0.998246,0.774244,0.284027,1,0.0622543,1,1,1,1,1,1,1,1,0,0
488,1511,"colleges_aaup","wholesale-customers",0.621016,0.470588,0.284142,0.5,0.0555556,0.333333,0.205882,0.993729,0.999047,0.5,0.997368,0.888407,0.810685,0.769231,0.745667,1,1,1,1,1,1,1,1,0,0
488,1075,"colleges_aaup","datatrieve",0.888028,0.470588,0.788497,0.428571,0.0735293,0.666667,0.37037,0.994983,1,0.5,0.998246,0.324636,0.459107,0.923077,0.704128,1,1,1,1,1,1,1,1,0,0
488,511,"colleges_aaup","plasma_retinol",0.728682,0.176471,0.670543,0.214286,0.0459184,0,0.176471,0.993311,0.999101,0.5,0.997368,0.0320835,0.0055865,0.769231,0.283748,1,1,1,1,1,1,1,1,0,0
488,4549,"colleges_aaup","Buzzinsocialmedia_Twitter",0.998009,0.782051,0.990867,0.820513,0.176471,1,1,1,1,1,1,0.859044,0.881919,1,0.923329,1,1,1,1,1,1,1,1,0,0
488,1086,"colleges_aaup","ovarianTumour",0.756245,0.999689,0.999924,0.985986,0.977792,0.666667,0.999896,0.992475,1,0.25,0.997368,0.995064,0.998683,0.923077,0.998034,1,1,1,1,1,1,1,1,0,0
488,563,"colleges_aaup","kdd_el_nino-small",0.326443,0.470588,0.214006,0.5,0.0555556,0.333333,0.205882,0.908445,0.957108,0.714286,0.948246,0.981392,0.942278,1,0.972477,0.166667,0.364706,0.56962,0.710115,0.671233,0.778557,0.748554,0.830637,0,0
488,538,"colleges_aaup","colleges_usnews",0.108295,0.514286,0.455297,0.575758,0.12656,0.333333,0.67619,0.398239,0.142162,0.921569,0.105181,0.682079,0.709558,0.846154,0.671014,0.806452,0.601518,0.893584,0.88066,0.916667,0.925691,0.933519,0.925445,0,0
488,1088,"colleges_aaup","variousCancers_final",0.670112,0.999689,0.999897,0.985986,0.977813,0.666667,0.999896,0.977425,1,0.555556,0.992105,0.995759,0.998676,1,0.998362,1,1,1,1,1,1,1,1,0,0
488,554,"colleges_aaup","mnist_784",0.983414,0.978344,0.23413,0.982143,0.17542,0.666667,0.992781,0.974916,1,0.6,0.991228,0.936987,0.941409,1,0.954128,1,1,1,1,1,1,1,1,0,0
488,1518,"colleges_aaup","robot-failures-lp3",0.959518,0.813187,0.992437,0.844444,0.16732,0.666667,0.937729,0.989967,1,0,0.996491,0.983807,0.954527,1,0.972805,1,1,1,1,1,1,1,1,0,0
488,567,"colleges_aaup","kdd_coil_1",0.727821,0.294118,0.614413,0.357143,0.0892857,0,0.294118,0.991639,0.999101,0.25,0.996491,0.910224,0.927556,0.769231,0.947575,0.25,0.470588,0.661765,0.195296,0.916667,0.693829,0.690104,0.121708,0,0
488,1471,"colleges_aaup","eeg-eye-state",0.922497,0.117647,0.931615,0,0.117647,0.666667,0.622222,0.994983,1,0.5,0.998246,0.87729,0.742493,0.996758,0.342808,1,1,1,1,1,1,1,1,0,0
488,1501,"colleges_aaup","semeion",0.271186,0.933852,0.909239,0.945313,0.173254,0.666667,0.977951,0.974916,1,0.6,0.991228,0.999889,0.999677,1,0.999672,1,1,1,1,1,1,1,1,0,0
488,4532,"colleges_aaup","higgs",0.988159,0.413793,0.979801,0.517241,0.176471,1,1,1,1,1,1,0.998828,0.999332,1,0.999672,0.333333,0.12069,0.985294,0.999826,0.958333,0.999507,0.979391,0.999756,0,0
488,1049,"colleges_aaup","pc4",0.203704,0.552632,0.438189,0.621622,0.154213,0.666667,0.850877,0.994983,1,0.5,0.998246,0.0921567,0.77,1,0.843535,1,1,1,1,1,1,1,1,0,0
488,1168,"colleges_aaup","electricity_prices_ICON",0.969459,0.0555556,0.967662,0.125,0.0735293,0.666667,0.685185,0.962375,1,0.733333,0.986842,0.269108,0.440008,1,0.240796,0.333333,0.294118,0.772575,0.865708,0.916667,0.997455,0.562102,0.930255,0,0
488,4675,"colleges_aaup","Physical_Activity_Recognition_Dataset_Using_Smartphone_Sensors",0.998198,0.352941,0.998834,0.357143,0.00649351,0.666667,0.484848,0.98495,1,0.333333,0.994737,0.98259,0.933067,1,0.953801,1,1,1,1,1,1,1,1,0,0
488,1497,"colleges_aaup","wall-robot-navigation",0.787207,0.32,0.687069,0.416667,0.142157,0.666667,0.773333,0.989967,1,0,0.996491,0.996146,0.998914,0.923077,0.999017,1,1,1,1,1,1,1,1,0,0
488,1557,"colleges_aaup","abalone",0.722049,0.470588,0.85285,0.5,0.0555556,0.333333,0.205882,0.992475,1,0.25,0.997368,0.999461,0.999378,1,0.999672,1,1,1,1,1,1,1,1,0,0
488,1096,"colleges_aaup","FacultySalaries",0.956934,0.647059,0.877979,0.642857,0.0117647,0.666667,0.0555556,0.874582,1,0.92,0.95614,0.914671,0.965876,1,0.975754,1,1,1,1,1,1,1,1,1,0
488,1089,"colleges_aaup","USCrime",0.959518,0.176471,0.950843,0,0.176471,1,1,1,1,1,1,0.591289,0.629982,1,0.677916,1,1,1,1,1,1,1,1,0,0
488,1477,"colleges_aaup","gas-drift-different-concentrations",0.916535,0.869231,0.361737,0.891473,0.170087,0.666667,0.95641,0.98495,1,0.333333,0.994737,0.808839,0.922408,1,0.946774,1,1,1,1,1,1,1,1,0,0
488,1515,"colleges_aaup","micro-mass",0.508183,0.986933,0.993573,0.985986,0.0675854,0.666667,0.995644,0.949833,1,0.8,0.982456,0.991621,0.99581,1,0.99859,1,1,1,1,1,1,1,1,0,0
488,1036,"colleges_aaup","sylva_agnostic",0.919347,0.921659,0.0286659,0.935185,0.172658,0.666667,0.973886,0.994983,1,0.5,0.998246,0.840943,0.720019,1,0.711992,1,1,1,1,1,1,1,1,0,0
488,507,"colleges_aaup","space_ga",0.626328,0.588235,0.846135,0.5,0.176471,1,1,1,1,1,1,1,0.99998,1,0.99992,1,1,1,1,1,1,1,1,0,0
488,1495,"colleges_aaup","qualitative-bankruptcy",0.784668,0.588235,0.477052,1,1,0.571429,0.823529,0.992833,0.999333,0.5,0.997368,1,1,1,1,1,1,1,1,1,1,1,1,0,0
488,1099,"colleges_aaup","EgyptianSkulls",0.870801,0.705882,0.560723,0.642857,0.176471,1,1,1,1,1,1,1,0.0659146,1,0.956094,1,1,1,1,1,1,1,1,0,0
488,537,"colleges_aaup","houses",0.94375,0.470588,0.970221,0.357143,0.176471,1,1,1,1,1,1,0.977502,0.988788,1,0.985246,1,1,1,1,1,1,1,1,0,0
488,1064,"colleges_aaup","ar6",0.913006,0.433333,0.950703,0.517241,0.148073,0.666667,0.811111,0.994983,1,0.5,0.998246,0.77496,0.358948,1,0.160878,1,1,1,1,1,1,1,1,0,0
488,493,"colleges_aaup","wind_correlations",0.96124,0.638298,0.985981,0.702128,0.176471,1,1,1,1,1,1,0.994497,0.96918,1,0.950524,1,1,1,1,1,1,1,1,0,0
488,1476,"colleges_aaup","gas-drift",0.916535,0.868217,0.366647,0.890625,0.170037,0.666667,0.956072,0.98495,1,0.333333,0.994737,0.810238,0.922686,1,0.946774,1,1,1,1,1,1,1,1,0,0
488,1525,"colleges_aaup","wall-robot-navigation",0.787207,0.823529,0.962448,0.857143,0.190476,0.666667,0.470588,0.989967,1,0,0.996491,0.998112,1,0.923077,0.999672,1,1,1,1,1,1,1,1,0,0
488,1520,"colleges_aaup","robot-failures-lp5",0.858742,0.813187,0.973611,0.844444,0.16732,0.666667,0.937729,0.987458,1,0.2,0.995614,1,0.94747,1,0.997706,1,1,1,1,1,1,1,1,0,0
488,1590,"colleges_aaup","adult",0.976229,0.117647,0.979026,0.571429,0.514286,0.666667,0.705882,0.971851,0.978157,0.5,0.964035,0.983353,0.989705,0.230769,0.983908,0.5,0.433333,0.975792,0.0180676,0.971995,0.151194,0.965061,0.319662,0,0
488,1466,"colleges_aaup","cardiotocography",0.453904,0.527778,0.135276,0.6,0.152941,0.666667,0.842593,0.974916,1,0.6,0.991228,0.799622,0.570339,1,0.442005,1,1,1,1,1,1,1,1,0,0
488,1053,"colleges_aaup","jm1",0.893339,0.227273,0.861969,0.333333,0.137255,0.666667,0.742424,0.994983,1,0.5,0.998246,0.721587,0.907118,1,0.917146,0.166667,0.356061,0.926471,0.992157,0.791667,0.977779,0.924538,0.991951,0,0
488,1066,"colleges_aaup","kc1-binary",0.875108,0.821053,0.977651,0.851064,0.16771,0.666667,0.940351,0.994983,1,0.5,0.998246,0.589514,0.912041,1,0.959974,1,1,1,1,1,1,1,1,0,0
488,1030,"colleges_aaup","ERA",0.138674,0.705882,0.658529,0.642857,0.176471,1,1,1,1,1,1,0.987918,0.998133,0.692308,0.997379,1,1,1,1,1,1,1,1,0,0
488,1464,"colleges_aaup","blood-transfusion-service-center",0.355728,0.705882,0.543489,0.714286,0.0285715,0.666667,0.117647,0.994983,1,0.5,0.998246,0.32558,0.188117,0.538462,0.548165,1,1,1,1,1,1,1,1,0,0
488,1111,"colleges_aaup","KDDCup09_appetency",0.97678,0.926407,0.684481,0.927083,0.00919114,0.923077,0.04329,0.782564,0.872266,0.75,0.926046,0.997141,0.998976,1,0.999506,0.971564,0.613605,0.99864,0.94143,0.958333,0.999032,0.999566,0.98133,0,0
488,1523,"colleges_aaup","vertebra-column",0.732989,0.588235,0.351544,0.571429,0.0392157,0.666667,0.190476,0.992475,1,0.25,0.997368,0.900261,0.955309,0.277778,0.961337,1,1,1,1,1,1,1,1,0,0
488,1483,"colleges_aaup","ldpa",0.992958,0.529412,0.996686,0.642857,0.241071,0,0.529412,0.983278,0.994107,0,0.990351,0.993555,0.678556,0.999841,0.962975,1,1,1,1,1,1,1,1,0,0
488,503,"colleges_aaup","wind",0.823395,0.117647,0.844172,0.0666667,0.176471,1,1,1,1,1,1,0.972941,0.979127,0.538462,0.977064,1,1,1,1,1,1,1,1,0,0
488,571,"colleges_aaup","delta_elevators",0.878008,0.588235,0.949768,0.5,0.176471,1,1,1,1,1,1,1,0.994222,1,1,1,1,1,1,1,1,1,1,0,0
488,1504,"colleges_aaup","steel-plates-fault",0.401855,0.5,0.164083,0.575758,0.151515,0.666667,0.833333,0.994983,1,0.5,0.998246,0.995024,0.998155,1,0.998151,1,1,1,1,1,1,1,1,0,0
488,1526,"colleges_aaup","wall-robot-navigation",0.787207,0.705882,0.937414,0.714286,0.0285715,0.666667,0.117647,0.989967,1,0,0.996491,0.99764,0.999404,0.923077,0.999345,1,1,1,1,1,1,1,1,0,0
488,1097,"colleges_aaup","ICU",0.827735,0.190476,0.860547,0.333333,0.176471,1,1,1,1,1,1,0.932398,0.865138,1,0.854194,1,1,1,1,1,1,1,1,0,0
488,1040,"colleges_aaup","sylva_prior",0.919347,0.844037,0.482872,0.87037,0.168845,0.666667,0.948012,0.994983,1,0.5,0.998246,0.841109,0.720183,1,0.711992,1,1,1,1,1,1,1,1,0,0
488,1596,"colleges_aaup","covertype",0.998002,0.690909,0.993535,0.285714,0.779221,0.933333,0.784314,0.994705,0.998595,0.5,0.99386,0.365764,0.320477,0.0714286,0.0304718,1,1,1,1,1,1,1,1,0,0
488,4563,"colleges_aaup","SpokenArabicDigit",0.993497,0.235294,0.995027,0.0714286,0.176471,1,1,1,1,1,1,1,0.998518,1,0.999345,0.538462,0.647059,0.984545,0.579201,0.994545,0.161259,0.996578,0.473731,0,0
488,1070,"colleges_aaup","kc1-numeric",0.875108,0.821053,0.977651,0.852632,0.176471,1,1,1,1,1,1,0.585165,0.911586,1,0.959974,1,1,1,1,1,1,1,1,0,0
488,1035,"colleges_aaup","ESL",0.579673,0.705882,0.300265,0.642857,0.176471,1,1,1,1,1,1,0.989806,0.999326,0.615385,0.998034,1,1,1,1,1,1,1,1,0,0
488,1044,"colleges_aaup","eye_movements",0.893837,0.392857,0.825143,0.416667,0.0392157,0.25,0.190476,0.994356,0.999175,0.5,0.997368,0.340368,0.324041,1,0.441946,1,1,1,1,1,1,1,1,0,0
488,1505,"colleges_aaup","tamilnadu-electricity",0.97464,0.764706,0.994033,0.857143,0.392857,0.333333,0.647059,0.936037,0.989515,0.8,0.972807,0.999056,0.999312,1,0.999672,1,1,1,1,1,1,1,1,0,0
488,1087,"colleges_aaup","hepatitisC",0.756245,0.999689,0.999924,0.985986,0.977792,0.666667,0.999896,0.992475,1,0.25,0.997368,0.995064,0.998683,0.923077,0.998034,1,1,1,1,1,1,1,1,0,0
488,1094,"colleges_aaup","Acorns",0.966408,0.705882,0.885788,0.785714,0.271429,0.333333,0.558824,0.948579,0.964733,0.5,0.965789,0.798919,0.804193,0.769231,0.612838,1,1,1,1,1,1,1,1,0,0
488,492,"colleges_aaup","newton_hema",0.879414,0.764706,0.487511,0.785714,0.0892857,0.666667,0.294118,0.972408,1,0.636364,0.990351,0.901205,0.981323,0.648649,0.977064,1,1,1,1,1,1,1,1,0,0
488,4548,"colleges_aaup","BuzzinsocialmediaTomsHardware",0.958799,0.824742,0.764913,0.85567,0.176471,1,1,1,1,1,1,0.41075,0.252361,1,0.22597,1,1,1,1,1,1,1,1,0,0
488,1470,"colleges_aaup","dresses-sales",0.569337,0.235294,0.436825,0.928571,0.906593,0.75,0.808824,0.965301,0.985823,0.5,0.97807,0.992449,1,0.692308,0.998689,1,1,1,1,1,1,1,1,0,0
488,1084,"colleges_aaup","BurkittLymphoma",0.810508,0.999237,0.999855,0.985986,0.945563,0.666667,0.999746,0.992475,1,0.25,0.997368,0.989117,0.998541,0.769231,0.996723,1,1,1,1,1,1,1,1,0,0
